Year,FERU,Generalized FERU
1986.5,0.052369308229577,0.0522199727203301
1986.75,0.0522377045607651,0.0521659686711337
1987,0.0517010638188423,0.0517412963423602
1987.25,0.0516681720210808,0.0519422004179768
1987.5,0.0514198405287298,0.0518690259883206
1987.75,0.0510065355289562,0.0515433463224547
1988,0.0495459382795401,0.0500412108394482
1988.25,0.0489512228879139,0.0495702350236218
1988.5,0.0487086576835508,0.0493030110424157
1988.75,0.0482769786406178,0.0489341224959448
1989,0.04669618114293,0.0472985505008216
1989.25,0.0465654855493255,0.0502500988821245
1989.5,0.0457338921248661,0.0493247334052804
1989.75,0.0463321342770508,0.0499508310591869
1990,0.0449955553360551,0.0484842719996422
1990.25,0.0439797933399217,0.0473463845419355
1990.5,0.0441950223441509,0.0474859646900836
1990.75,0.0427041502016425,0.045729035972288
1991,0.041583650633392,0.0443894122715588
1991.25,0.0416886608617313,0.0444564216160155
1991.5,0.0410998783453187,0.0438022349760524
1991.75,0.0410783803640471,0.043732604770928
1992,0.0418133418367338,0.0444882629503042
1992.25,0.0428858951171594,0.0456210260328241
1992.5,0.0429205985253908,0.0456528187336787
1992.75,0.0428000519210485,0.0455715219000438
1993,0.0423419938647726,0.045114202885772
1993.25,0.042616115887459,0.0454289087267122
1993.5,0.0425299894192322,0.0453891058535897
1993.75,0.0431736802539078,0.0461338501952082
1994,0.0447530259684564,0.0478907807387466
1994.25,0.0443561344874265,0.047538613785961
1994.5,0.0441134900002256,0.047319188945732
1994.75,0.043957176130108,0.0472398711270453
1995,0.0427940805875454,0.0459945698005536
1995.25,0.0426054247980492,0.045733713647717
1995.5,0.0432434966208793,0.0464403486192644
1995.75,0.0432695684697173,0.0464952648538712
1996,0.0427101341083771,0.0458840091867044
1996.25,0.0423871049573649,0.0455347550625017
1996.5,0.0415205437772141,0.044635700147388
1996.75,0.0424996732013579,0.0457037147045698
1997,0.0427367913317476,0.0459941339541969
1997.25,0.0414728827066554,0.044655788264363
1997.5,0.0415652098114116,0.0447964068315231
1997.75,0.0414782406141394,0.0447587816688763
1998,0.0419418910186728,0.0452851441768797
1998.25,0.0409617707950556,0.0442659085625495
1998.5,0.0412859943968089,0.0445854603429558
1998.75,0.0407012148330844,0.0439650661582514
1999,0.0413690705721074,0.044752335500527
1999.25,0.0405122752316436,0.0438073478196698
1999.5,0.0400553783321707,0.044640922571714
1999.75,0.0396882294333667,0.044232427430725
2000,0.0405825633054942,0.0452298506010462
2000.25,0.0390657565309227,0.0435390647831564
2000.5,0.0385573166424567,0.0429717619786735
2000.75,0.0374873311933512,0.0417792143484097
2001,0.0388971878125386,0.0433495059887378
2001.25,0.0375695833389511,0.0418684027690368
2001.5,0.0379390939343776,0.0422784141506843
2001.75,0.0383243734706596,0.0427052157941585
2002,0.0377261885011361,0.0420375705990496
2002.25,0.0376184011629555,0.0419169203765229
2002.5,0.036821827582606,0.0410292408238958
2002.75,0.0372424400522679,0.0414976727432041
2003,0.0362995803878615,0.0404465653301605
2003.25,0.0363803812177197,0.0405357408011359
2003.5,0.0365291007271617,0.0407015300858895
2003.75,0.0358792111694599,0.0399780527358482
2004,0.0366314991590299,0.0408171779368912
2004.25,0.0369237317896451,0.0411433302060189
2004.5,0.0362264489550859,0.0403665878823401
2004.75,0.0370801023425659,0.0413182824388165
2005,0.0375664079189062,0.0418609648976455
2005.25,0.0369842690363633,0.0412127474985605
2005.5,0.0371180853380858,0.0413624861404341
2005.75,0.0375589914473791,0.0418540564818024
2006,0.0369156616986214,0.0411377933525684
2006.25,0.0378086144789334,0.0421338290895909
2006.5,0.0373857310253483,0.0416623343614373
2006.75,0.0368104401582489,0.0410218224636658
2007,0.0371491684689743,0.0413991843499087
2007.25,0.0374889257013707,0.0417780014628439
2007.5,0.037723146591962,0.0420383855377864
2007.75,0.0380925176251958,0.0424496184828225
2008,0.0381656531158665,0.0425302916431638
2008.25,0.0379015459411301,0.0422344707750353
2008.5,0.0381594109812189,0.0425194539537888
2008.75,0.0381340794605541,0.0424883461923799
2009,0.0395270080006216,0.0440370261749656
2009.25,0.0384564265687891,0.0428411789399441
2009.5,0.0383763472478346,0.0427511713744902
2009.75,0.0399309311576554,0.0375911733525065
2010,0.0414856945493601,0.0392237510347379
2010.25,0.042872053407676,0.0407284031346368
2010.5,0.0426717487689814,0.0405843788124631
2010.75,0.0439077199909897,0.0418533915786879
2011,0.0429436796103137,0.0410375870093731
2011.25,0.043705238301283,0.0418172140347495
2011.5,0.045066776437158,0.0432667692888012
2011.75,0.0452476044918566,0.0436176706464869
2012,0.0448648101177296,0.0433837134463438
2012.25,0.0452670788729473,0.0438393144846672
2012.5,0.0444915775215683,0.0431008009177384
2012.75,0.0439156157197448,0.0426053856052607
2013,0.0444297521774184,0.0431821174264743
2013.25,0.0443938664297787,0.0432452231121737
2013.5,0.043332372121377,0.0422732124209511
2013.75,0.0431124527850594,0.042198924984699
2014,0.0424517950612452,0.0416406154952466
2014.25,0.0426598384408786,0.0421352122138054
2014.5,0.0443470304878991,0.0440391157658552
2014.75,0.0423557939807259,0.0421233771529522
2015,0.0433060613880128,0.0432684143243746
2015.25,0.0434208057610605,0.0434640624658993
2015.5,0.0426177174362093,0.0428306329110917
2015.75,0.0425083188430801,0.042761110060013
2016,0.0425935004933569,0.0429573541713944
2016.25,0.0428009067955259,0.0431591216931837
2016.5,0.0421898873300728,0.0425141207907379
2016.75,0.0416563712289804,0.042032266144865
2017,0.0408246393067762,0.0412766217075211
2017.25,0.040134118762566,0.0406790728925098
2017.5,0.0411246312544678,0.0418025132940244
2017.75,0.0405504807060972,0.0413116425882168
2018,0.0403040750024528,0.0411576572720154
2018.25,0.0409483529943023,0.041968871031604
2018.5,0.0409382375062849,0.0421201613801988
2018.75,0.0418339362280093,0.0430574821493132
2019,0.0417681594607862,0.0429505095823062
2019.25,0.0403258971193833,0.0415679290592982
2019.5,0.0396057306096709,0.0407934905389718
2019.75,0.0394150182252671,0.0405795586595014
