Year,Unemployment rate,Vacancy rate,FERU
1930,0.0363398428666667,0.0169615391666667,0.0248269947455079
1930.25,0.0518069727,0.0157282136666667,0.0285452471709174
1930.5,0.103377570066667,0.013830228,0.0378118415857781
1930.75,0.166075614433333,0.0128638730666667,0.0462209435595929
1931,0.1568578947,0.0130893328333333,0.0453118658991688
1931.25,0.143402445766667,0.0119808856,0.0414498286786645
1931.5,0.151936888633333,0.0107843368333333,0.0404788658985219
1931.75,0.173802770866667,0.0101015997666667,0.0419009072650312
1932,0.1876355538,0.0095265838,0.042279141750219
1932.25,0.228232690466667,0.0079110502,0.0424918847730112
1932.5,0.2529056145,0.00766813343333333,0.0440376429662756
1932.75,0.2468261412,0.00801715393333333,0.0444841900990798
1933,0.229386496266667,0.0071908615,0.0406138710864141
1933.25,0.228225224066667,0.0079413692,0.0425725353375404
1933.5,0.196874030866667,0.0084882594,0.0408793082514843
1933.75,0.1815142488,0.00819269236666667,0.038562811108437
1934,0.1517998295,0.00869417743333333,0.03632870286733
1934.25,0.1451794734,0.0085796209,0.0352928440938618
1934.5,0.1713787574,0.0078618201,0.036706252323553
1934.75,0.179641939733333,0.00816348666666667,0.0382949680739807
1935,0.150092886366667,0.00849033646666667,0.0356978865831882
1935.25,0.149499143433333,0.00859616193333333,0.0358485543062417
1935.5,0.145870505866667,0.0093082511,0.0368483282753907
1935.75,0.130137464333333,0.0100427631333333,0.0361516213892583
1936,0.107694500733333,0.0105984837666667,0.033784588465475
1936.25,0.103604928866667,0.0122450514333333,0.0356180808399214
1936.5,0.0937354225333333,0.0129187309333333,0.0347986020212083
1936.75,0.0937651478666667,0.0133461711666667,0.0353752132558426
1937,0.0888668671,0.0133888961,0.0344939016397741
1937.25,0.0883167007,0.0136692545333333,0.0347451214044867
1937.5,0.0862304210666667,0.0121773165333333,0.0324045541881294
1937.75,0.1037860111,0.0094976539,0.0313962356515771
1938,0.1251854957,0.0082558802,0.0321483507396074
1938.25,0.132078915866667,0.00754835993333333,0.0315749773802936
1938.5,0.126626314433333,0.00805045123333333,0.031928027956676
1938.75,0.114909274033333,0.0086285879,0.0314881687546577
1939,0.118935979833333,0.0087155834,0.0321962179688568
1939.25,0.116935873633333,0.00884202123333333,0.0321550847861472
1939.5,0.109263444933333,0.0090061623,0.0313694806862771
1939.75,0.105664701533333,0.00995773443333334,0.0324373401629413
1940,0.103497301866667,0.00998280333333333,0.0321433229468511
1940.25,0.0977601656,0.00951242696666667,0.0304948591654272
1940.5,0.0905219737,0.00999823336666667,0.0300842121030926
1940.75,0.0886205588333333,0.0113528457,0.031719008973841
1941,0.0730565198,0.0136061417333333,0.0315280408992197
1941.25,0.0665885893666667,0.0162438136,0.0328884878575935
1941.5,0.0556293323666667,0.0175854619,0.0312772681808443
1941.75,0.0443255585,0.0171656826333333,0.0275840256263702
1942,0.0407812165,0.0192899984333333,0.0280476309586822
1942.25,0.0327452885,0.0234378915666667,0.0277034387970558
1942.5,0.0264954365,0.0296371518,0.0280222995765473
1942.75,0.0239780585,0.0380539309,0.030206942600587
1943,0.0195631813,0.0439374172333333,0.0293181796704612
1943.25,0.0181342616,0.0477070472666667,0.029413127601418
1943.5,0.0184985284666667,0.0501669699,0.0304633406044308
1943.75,0.0146040285666667,0.0515639026666667,0.0274415871908463
1944,0.0128310795333333,0.0570198694,0.0270485947740669
1944.25,0.0138197614333333,0.0615935577666667,0.0291754738464617
1944.5,0.0128362516333333,0.05296859,0.0260752401696104
1944.75,0.0097129074,0.0658489826,0.0252900191850068
1945,0.0106543141333333,0.0670278341333333,0.0267233156725264
1945.25,0.0115535449333333,0.0656793825333333,0.0275468636561852
1945.5,0.0207528304333333,0.0627785684333333,0.0360947778154178
1945.75,0.0342393105,0.0509126474333333,0.0417518136593721
1946,0.0381502095333333,0.0467199488333333,0.0422181932036211
1946.25,0.0389148718,0.0451692756,0.041925607559973
1946.5,0.0375695462333333,0.0466065388666667,0.0418447907955922
1946.75,0.0433653724333333,0.0421884614333333,0.042772869233263
1947,0.0412949962,0.0403121984666667,0.0408006382608734
1947.25,0.0456414973666667,0.0374015833666667,0.0413166342861913
1947.5,0.0461971954333333,0.0383407920666667,0.0420860673403039
1947.75,0.0432663110333333,0.0386485549,0.0408923024210212
1948,0.0373333333333333,0.0346409322666667,0.0359619447651109
1948.25,0.0366666666666667,0.0334469739666667,0.0350198378843256
1948.5,0.0376666666666667,0.0329999946,0.0352562022430097
1948.75,0.0383333333333333,0.0289056700666667,0.033287395300457
1949,0.0466666666666667,0.0232882190333333,0.0329664003932624
1949.25,0.0586666666666667,0.0209570492333333,0.0350639447536767
1949.5,0.067,0.0183226978333333,0.0350374193517921
1949.75,0.0696666666666667,0.0163761813,0.0337768258411
1950,0.064,0.0189290970666667,0.0348060657395614
1950.25,0.0556666666666667,0.0208973398,0.0341069677465861
1950.5,0.0463333333333333,0.0255965852666667,0.03443798944996
1950.75,0.0423333333333333,0.0286997165333333,0.0348561998298406
