Year,FERU
1989.5,0.0457338921248661
1989.75,0.0463321342770508
1990,0.0449955553360551
1990.25,0.0439797933399217
1990.5,0.0441950223441509
1990.75,0.0427041502016425
1991,0.041583650633392
1991.25,0.0416886608617313
1991.5,0.0410998783453187
1991.75,0.0410783803640471
1992,0.0418133418367338
1992.25,0.0428858951171594
1992.5,0.0429205985253908
1992.75,0.0428000519210485
1993,0.0423419938647726
1993.25,0.042616115887459
1993.5,0.0425299894192322
1993.75,0.0431736802539078
1994,0.0447530259684564
1994.25,0.0443561344874265
1994.5,0.0441134900002256
1994.75,0.043957176130108
1995,0.0427940805875454
1995.25,0.0426054247980492
1995.5,0.0432434966208793
1995.75,0.0432695684697173
1996,0.0427101341083771
1996.25,0.0423871049573649
1996.5,0.0415205437772141
1996.75,0.0424996732013579
1997,0.0427367913317476
1997.25,0.0414728827066554
1997.5,0.0415652098114116
1997.75,0.0414782406141394
1998,0.0419418910186728
1998.25,0.0409617707950556
1998.5,0.0412859943968089
1998.75,0.0407012148330844
1999,0.0413690705721074
1999.25,0.0405122752316436
1999.5,0.0400553783321707
1999.75,0.0396882294333667
2000,0.0405825633054942
2000.25,0.0390657565309227
2000.5,0.0385573166424567
2000.75,0.0374873311933512
2001,0.0388971878125386
2001.25,0.0375695833389511
2001.5,0.0379390939343776
2001.75,0.0383243734706596
2002,0.0377261885011361
2002.25,0.0376184011629555
2002.5,0.036821827582606
2002.75,0.0372424400522679
2003,0.0362995803878615
2003.25,0.0363803812177197
2003.5,0.0365291007271617
2003.75,0.0358792111694599
2004,0.0366314991590299
2004.25,0.0369237317896451
2004.5,0.0362264489550859
2004.75,0.0370801023425659
2005,0.0375664079189062
2005.25,0.0369842690363633
2005.5,0.0371180853380858
2005.75,0.0375589914473791
2006,0.0369156616986214
2006.25,0.0378086144789334
2006.5,0.0373857310253483
2006.75,0.0368104401582489
2007,0.0371491684689743
2007.25,0.0374889257013707
2007.5,0.037723146591962
2007.75,0.0380925176251958
2008,0.0381656531158665
2008.25,0.0379015459411301
2008.5,0.0381594109812189
2008.75,0.0381340794605541
2009,0.0395270080006216
2009.25,0.0384564265687891
2009.5,0.0383763472478346
2009.75,0.0399309311576554
2010,0.0414856945493601
2010.25,0.042872053407676
2010.5,0.0426717487689814
2010.75,0.0439077199909897
2011,0.0429436796103137
2011.25,0.043705238301283
2011.5,0.045066776437158
2011.75,0.0452476044918566
2012,0.0448648101177296
2012.25,0.0452670788729473
2012.5,0.0444915775215683
2012.75,0.0439156157197448
2013,0.0444297521774184
2013.25,0.0443938664297787
2013.5,0.043332372121377
2013.75,0.0431124527850594
2014,0.0424517950612452
2014.25,0.0426598384408786
2014.5,0.0443470304878991
2014.75,0.0423557939807259
2015,0.0433060613880128
2015.25,0.0434208057610605
2015.5,0.0426177174362093
2015.75,0.0425083188430801
2016,0.0425935004933569
2016.25,0.0428009067955259
2016.5,0.0421898873300728
2016.75,0.0416563712289804
2017,0.0408246393067762
2017.25,0.040134118762566
2017.5,0.0411246312544678
2017.75,0.0405504807060972
2018,0.0403040750024528
2018.25,0.0409483529943023
2018.5,0.0409382375062849
2018.75,0.0418339362280093
2019,0.0417681594607862
2019.25,0.0403258971193833
2019.5,0.0396057306096709
2019.75,0.0394150182252671
2020,0.040326756288698
2020.25,0.0665478158966741
2020.5,0.0589711304309332
2020.75,0.0531024059019426
2021,0.0531277297073534
2021.25,0.0583429509609528
2021.5,0.0580103840427214
2021.75,0.0535026073094321
2022,0.0516045523047903
2022.25,0.0511343848985825
2022.5,0.0485072625632661
2022.75,0.0480696448364063
2023,0.0468460121279164
2023.25,0.0453329484122684
2023.5,0.0448093629577238
2023.75,0.0446891247395036
