Year,U3 gap,U4 gap,U5 gap
2019.25,-0.00399256378604993,-0.00272760119949933,0.000321554190767348
2019.5,-0.0036057306096709,-0.00248778503916313,0.000406324156938365
2019.75,-0.00341501822526707,-0.00276667109045333,8.45252034896923e-05
2020,-0.00199342295536467,-0.000651413181904988,0.00236709228404024
2020.25,0.0634521841033259,0.0663192897323658,0.0737126354510576
2020.5,0.0290288695690668,0.0315922646174638,0.037068778803625
2020.75,0.0142309274313908,0.0165796117048713,0.0218462610326912
2021,0.00920560362597989,0.0112305681622895,0.0162548615615254
2021.25,0.000990382372380506,0.00281591713525413,0.00698660333436278
2021.5,-0.00734371737605476,-0.00595560767199575,-0.00247217241163938
2021.75,-0.0118359406427654,-0.0107756138302824,-0.00761329916214752
2022,-0.0136045523047903,-0.0126558161936874,-0.0101360716443513
2022.25,-0.0148010515652492,-0.0139109525081172,-0.0115232993904042
2022.5,-0.0131739292299328,-0.0122397730644523,-0.0097477223314833
2022.75,-0.0124029781697397,-0.0115557679847585,-0.00916367173269192
2023,-0.0118460121279164,-0.0111170436440743,-0.00871535405701541
2023.25,-0.00966628174560169,-0.00886876117391109,-0.00613039088337445
2023.5,-0.00780936295772382,-0.00695443566767986,-0.00419909433415622
2023.75,-0.00735579140617029,-0.0062010810972111,-0.00338146973977167
