Year,Unemployment rate,FERU,Unemployment gap
2020,0.0383333333333333,0.040326756288698,-0.00199342295536466
2020.25,0.13,0.0665478158966741,0.0634521841033259
2020.5,0.088,0.0589711304309332,0.0290288695690668
2020.75,0.0673333333333333,0.0531024059019426,0.0142309274313908
2021,0.0623333333333333,0.0531277297073534,0.00920560362597989
2021.25,0.0593333333333333,0.0583429509609528,0.000990382372380506
2021.5,0.0506666666666667,0.0580103840427214,-0.00734371737605476
2021.75,0.0416666666666667,0.0535026073094321,-0.0118359406427654
2022,0.038,0.0516045523047903,-0.0136045523047903
2022.25,0.0363333333333333,0.0511343848985825,-0.0148010515652492
2022.5,0.0353333333333333,0.0485072625632661,-0.0131739292299328
2022.75,0.0356666666666667,0.0480696448364063,-0.0124029781697397
2023,0.035,0.0468460121279164,-0.0118460121279164
2023.25,0.0356666666666667,0.0453329484122684,-0.00966628174560169
2023.5,0.037,0.0448093629577238,-0.00780936295772382
2023.75,0.0373333333333333,0.0446891247395036,-0.00735579140617029
